countryCode,countryName,undernourished,under5mortality,sanitation,electricity,lifeExpectancy,healthExpenditure,maternalMortality,LDC,undernourished2000,undernourished2001,undernourished2002,undernourished2003,undernourished2004,undernourished2005,undernourished2006,undernourished2007,undernourished2008,undernourished2009,undernourished2010,undernourished2011,undernourished2012,undernourished2013,undernourished2014,undernourished2015,undernourished2016,under5_1960,under5_1961,under5_1962,under5_1963,under5_1964,under5_1965,under5_1966,under5_1967,under5_1968,under5_1969,under5_1970,under5_1971,under5_1972,under5_1973,under5_1974,under5_1975,under5_1976,under5_1977,under5_1978,under5_1979,under5_1980,under5_1981,under5_1982,under5_1983,under5_1984,under5_1985,under5_1986,under5_1987,under5_1988,under5_1989,under5_1990,under5_1991,under5_1992,under5_1993,under5_1994,under5_1995,under5_1996,under5_1997,under5_1998,under5_1999,under5_2000,under5_2001,under5_2002,under5_2003,under5_2004,under5_2005,under5_2006,under5_2007,under5_2008,under5_2009,under5_2010,under5_2011,under5_2012,under5_2013,under5_2014,under5_2015,under5_2016,under5_2017,lifeExpectancy1960,lifeExpectancy1961,lifeExpectancy1962,lifeExpectancy1963,lifeExpectancy1964,lifeExpectancy1965,lifeExpectancy1966,lifeExpectancy1967,lifeExpectancy1968,lifeExpectancy1969,lifeExpectancy1970,lifeExpectancy1971,lifeExpectancy1972,lifeExpectancy1973,lifeExpectancy1974,lifeExpectancy1975,lifeExpectancy1976,lifeExpectancy1977,lifeExpectancy1978,lifeExpectancy1979,lifeExpectancy1980,lifeExpectancy1981,lifeExpectancy1982,lifeExpectancy1983,lifeExpectancy1984,lifeExpectancy1985,lifeExpectancy1986,lifeExpectancy1987,lifeExpectancy1988,lifeExpectancy1989,lifeExpectancy1990,lifeExpectancy1991,lifeExpectancy1992,lifeExpectancy1993,lifeExpectancy1994,lifeExpectancy1995,lifeExpectancy1996,lifeExpectancy1997,lifeExpectancy1998,lifeExpectancy1999,lifeExpectancy2000,lifeExpectancy2001,lifeExpectancy2002,lifeExpectancy2003,lifeExpectancy2004,lifeExpectancy2005,lifeExpectancy2006,lifeExpectancy2007,lifeExpectancy2008,lifeExpectancy2009,lifeExpectancy2010,lifeExpectancy2011,lifeExpectancy2012,lifeExpectancy2013,lifeExpectancy2014,lifeExpectancy2015,lifeExpectancy2016,sanitation2000,sanitation2001,sanitation2002,sanitation2003,sanitation2004,sanitation2005,sanitation2006,sanitation2007,sanitation2008,sanitation2009,sanitation2010,sanitation2011,sanitation2012,sanitation2013,sanitation2014,sanitation2015,electricity1990,electricity1991,electricity1992,electricity1993,electricity1994,electricity1995,electricity1996,electricity1997,electricity1998,electricity1999,electricity2000,electricity2001,electricity2002,electricity2003,electricity2004,electricity2005,electricity2006,electricity2007,electricity2008,electricity2009,electricity2010,electricity2011,electricity2012,electricity2013,electricity2014,electricity2015,electricity2016,healthExpenditure2000,healthExpenditure2001,healthExpenditure2002,healthExpenditure2003,healthExpenditure2004,healthExpenditure2005,healthExpenditure2006,healthExpenditure2007,healthExpenditure2008,healthExpenditure2009,healthExpenditure2010,healthExpenditure2011,healthExpenditure2012,healthExpenditure2013,healthExpenditure2014,healthExpenditure2015,maternal1990,maternal1991,maternal1992,maternal1993,maternal1994,maternal1995,maternal1996,maternal1997,maternal1998,maternal1999,maternal2000,maternal2001,maternal2002,maternal2003,maternal2004,maternal2005,maternal2006,maternal2007,maternal2008,maternal2009,maternal2010,maternal2011,maternal2012,maternal2013,maternal2014,maternal2015
SLV,El Salvador,10.3,14.5,NA,NA,73.512,283.1566304,54,0,11,9.3,8.9,9.3,10,10.5,10.8,11,11.4,11.9,12.4,12.5,12.3,11.8,11.3,11,10.3,184.7,180.9,177.1,173.8,170.5,167.3,164.2,161.1,158,155,152,149,145.7,142.1,138.2,134.1,129.6,124.8,119.7,114.4,108.8,103.1,97.2,91.3,85.7,80.4,75.4,70.9,66.8,63.1,59.7,56.5,53.4,50.4,47.4,44.6,41.9,39.4,37,34.8,32.9,31.1,29.4,27.9,26.4,25,23.7,22.5,21.4,20.3,19.4,18.4,17.6,16.9,16.2,15.5,15,14.5,49.969,50.637,51.264,51.847,52.385,52.883,53.349,53.792,54.215,54.617,54.987,55.31,55.576,55.783,55.937,56.04,56.097,56.129,56.164,56.233,56.378,56.642,57.042,57.585,58.267,59.082,60.011,61.01,62.032,63.039,63.99,64.85,65.609,66.267,66.818,67.27,67.64,67.958,68.253,68.541,68.834,69.135,69.44,69.743,70.048,70.357,70.668,70.98,71.291,71.599,71.902,72.195,72.479,72.753,73.015,73.267,73.512,81.90933027,82.01177701,82.11385257,82.87125329,83.61810042,84.35379401,85.07891932,85.79339519,86.49679258,87.18919174,87.87082054,88.5418067,89.20258787,89.85320114,90.4939745,91.12507367,72.46346283,69.60788,74.59783936,75.66170502,76.71945953,76.995504,77.883,79.82542419,81.637983,79.129592,84.519249,87.063829,87.54906,86.961151,87.357045,87.525839,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4,98.61889648,178.7946267,182.9388675,184.7919206,184.203894,192.0485271,203.8046025,204.4538096,208.7145916,217.9434368,229.9554395,240.2416627,254.3471521,256.6045451,269.5392909,271.0983542,283.1566304,157,143,140,138,135,118,112,111,100,88,84,86,72,69,69,68,67,62,59,63,59,60,57,55,54,54
SMR,San Marino,NA,2.2,NA,NA,NA,3243.080831,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.5,13.7,12.9,12.1,11.4,10.8,10.1,9.5,9,8.5,8,7.5,7.1,6.7,6.3,5.9,5.6,5.2,4.9,4.7,4.4,4.1,3.9,3.7,3.5,3.3,3.1,2.9,2.7,2.6,2.5,2.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.41707317,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2065.547747,2094.465206,2135.878061,2379.227765,2808.734797,2719.697795,3056.635103,3758.238894,4305.53441,4177.075977,3973.859423,4267.079697,4009.5043,4024.389675,3881.497191,3243.080831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,Somalia,NA,127.2,NA,NA,56.293,NA,732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.4,191.3,189.8,188.3,187,185.5,183.1,179.9,176.8,174.3,173.4,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.2,172.6,170.5,167,163.1,158.6,153.5,148.9,144.1,139.8,135.6,131.5,127.2,36.977,37.375,37.774,38.176,38.579,38.982,39.384,39.784,40.179,40.571,40.958,41.344,41.728,42.112,42.495,42.877,43.259,43.639,44.012,44.374,44.724,45.065,45.391,45.693,45.957,46.142,46.196,46.111,45.908,45.631,45.375,45.258,45.359,45.72,46.335,47.148,48.065,48.963,49.751,50.389,50.867,51.211,51.49,51.761,52.042,52.344,52.666,52.996,53.323,53.652,53.986,54.332,54.694,55.072,55.467,55.876,56.293,22.42028833,22.06700538,21.70456364,21.33468859,20.95704583,20.57095862,20.17679111,19.77385264,19.36150829,18.94003858,18.50852202,18.066666,17.61442267,17.15145762,16.67721953,16.19141579,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.02469965257,0.1369083971,0.5251444578,0.9507777095,2.487471581,4.002751827,5.495079517,6.968997478,7.4,9.885855675,11.34092236,12.80183125,15.23378582,15.76542854,17.2787323,18.81306267,20.36541748,21.93279076,23.51218033,25.10058212,26.69499207,28.29240417,29.89031792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210,1210,1210,1210,1200,1190,1190,1160,1130,1110,1080,1050,1020,999,971,939,911,885,865,846,820,808,791,775,753,732
SRB,Serbia,5.6,5.7,NA,NA,75.23902439,491.2518643,17,0,NA,NA,NA,NA,NA,NA,6,6,6,5.9,5.9,6,6.1,6,6,5.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,39,37.9,36.4,33.9,30.9,28.2,26.1,24.5,23.1,21.6,19.6,17.4,15.4,14,13.2,12.6,12.1,11.5,10.6,9.7,8.9,8.4,8.1,7.9,7.8,7.6,7.4,7.1,6.9,6.6,6.3,6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.48780488,NA,NA,NA,NA,NA,72.03902439,NA,NA,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.23902439,97.56346338,97.36071524,97.16022029,96.96197851,96.7659661,96.57219847,96.38067561,96.19139751,95.99554835,95.80007473,95.60501307,95.41041661,95.21618308,95.02340947,94.83224431,94.64288939,99.27126312,99.36639404,99.46003723,99.55010986,99.6339798,99.70866394,99.77090454,99.81654358,99.84061432,99.84061432,99.84008026,99.81719971,100,99.73330688,99.68743896,99.69072165,99.62382507,99.62101746,99.62101746,99.64244843,99.718398,99.74458313,99.81497192,99.88726807,99.66079793,99.98274231,100,65.2005478,110.9661735,173.2741931,230.1071891,274.4285756,307.5655819,371.5573891,547.1905854,672.9473608,575.8746981,545.3567864,619.1719018,559.8135582,627.533324,608.8587101,491.2518643,14,15,15,16,16,15,16,16,17,17,17,17,16,16,15,15,15,14,15,15,16,16,16,17,17,17
SSA,Sub-Saharan Africa (excluding high income),21.33027134,75.46040254,NA,NA,60.3935628,84.83958451,547,0,27.59880534,26.90621066,26.38555603,25.54829363,24.55455442,23.5168357,22.81403619,22.31388759,21.84847245,21.29579675,20.7722165,20.33016182,20.20875543,20.00009345,20.03363086,20.53963993,21.33027134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.2206092,178.6636255,177.0949198,175.5582797,174.8010864,172.0488836,168.8209074,166.024945,162.6700379,158.235748,153.5814869,148.4281349,142.9743836,137.3604142,131.7259251,126.1398275,120.7875589,115.4950125,110.3653748,105.404849,100.8511144,96.29359826,92.0288996,88.17512108,84.68399187,81.34092827,78.25887187,75.46040254,40.37701245,40.81692397,41.24748833,41.66691779,42.07634037,42.47783917,42.87598831,43.27548947,43.67934849,44.08842272,44.50277212,44.92157111,45.34005876,45.75287645,46.15555309,46.54391136,46.9150059,47.26925657,47.60659482,47.92702131,48.23112061,48.5202584,48.79424941,49.05107921,49.28699452,49.49244113,49.6562344,49.77213847,49.84075592,49.87069048,49.87472981,49.87042159,49.86930274,49.87845723,49.89661813,49.92433923,49.96633996,50.03409514,50.1408522,50.3020082,50.53701023,50.86361154,51.28880199,51.81089931,52.42182381,53.10945677,53.85755444,54.63957847,55.42823167,56.2025929,56.94228256,57.63530314,58.28241288,58.8831983,59.4352274,59.93780952,60.3935628,24.49317922,24.70227936,24.91653638,25.1281718,25.34084238,25.60646825,25.87565785,26.14877642,26.42796048,26.71154722,27.00027539,27.05910428,27.36231057,27.66455652,27.96826681,28.26548724,15.93041011,17.47091351,18.35539095,19.12570679,19.62177155,20.7391217,21.15392246,22.56851921,23.36519219,25.00122581,25.55890397,25.90818895,27.07585072,29.15985981,28.89472036,29.11108083,30.33906747,32.03088282,31.95246151,32.46957969,32.61304798,34.85979559,35.73342208,36.48883909,37.72215264,38.41994378,42.78985454,31.41160071,29.38354384,27.81469512,39.96055109,48.13109794,54.02891031,60.81028507,67.72777395,73.04220515,72.20509043,83.10884506,89.37048023,88.93056167,90.19272647,90.45977513,84.83958451,987,975,965,956,944,928,916,901,884,867,846,827,801,773,744,717,689,673,646,642,625,601,587,573,560,547
SSD,South Sudan,NA,96.4,NA,NA,56.811,28.04670336,789,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.4,292.1,289.2,286.1,282.8,279.7,276.2,272.1,267.6,263,258.4,253.6,248.5,243,237.3,230.9,224.1,217.1,209.5,201,192.1,182.9,173.4,164.4,155.7,147.5,139.7,132.5,125.7,119.2,112.9,107.1,102.1,98.6,96.9,96.4,96.4,96.4,96.4,31.697,32.125,32.55,32.975,33.402,33.828,34.248,34.656,35.051,35.432,35.807,36.186,36.575,36.974,37.378,37.767,38.118,38.417,38.662,38.861,39.033,39.206,39.41,39.671,40.005,40.423,40.931,41.513,42.149,42.825,43.525,44.232,44.933,45.612,46.258,46.859,47.409,47.916,48.386,48.825,49.239,49.631,50.013,50.393,50.782,51.19,51.627,52.095,52.591,53.113,53.655,54.206,54.756,55.294,55.817,56.322,56.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00649574,7.830278567,8.661834928,9.501535818,10.35011306,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.01131504681,0.03369891644,0.1552082598,0.5029495358,1.021752357,3,1.5,3.918669462,4.912345409,5.915032864,6.923728466,7.935427666,8.947628021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.71572236,26.31796339,29.32940288,28.04670336,1730,1700,1670,1630,1580,1530,1470,1410,1370,1340,1310,1270,1230,1190,1150,1090,1030,971,928,886,876,869,857,841,823,789
SSF,Sub-Saharan Africa,21.33027134,75.5,NA,NA,60.39483799,84.87791324,547,0,27.59880534,26.90621066,26.38555603,25.54829363,24.55455442,23.5168357,22.81403619,22.31388759,21.84847245,21.29579675,20.7722165,20.33016182,20.20875543,20.00009345,20.03363086,20.53963993,21.33027134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.5,178.9,177.3,175.8,175.1,172.3,169,166.2,162.8,158.3,153.7,148.5,143,137.4,131.8,126.2,120.8,115.5,110.4,105.4,100.9,96.3,92.1,88.2,84.7,81.4,78.3,75.5,40.37701245,40.81692397,41.24748833,41.66691779,42.07634037,42.47783917,42.87598831,43.27548947,43.67934849,44.08842272,44.50277212,44.92157111,45.34005876,45.75287645,46.15555309,46.54391136,46.9150059,47.26925657,47.60659482,47.92702131,48.23462337,48.52375274,48.79748603,49.05434358,49.2900266,49.4954032,49.65895891,49.77482416,49.84343336,49.87320387,49.87720413,49.87320943,49.87209283,49.88100089,49.89932154,49.92723087,49.96907485,50.03673789,50.1435299,50.30476161,50.53970081,50.86625178,51.29114625,51.81309023,52.42406201,53.11151418,53.85952794,54.64152426,55.43008756,56.20431854,56.94394527,57.63676591,58.28393628,58.88454237,59.43651461,59.93914297,60.39483799,24.5016894,24.71060162,24.92491881,25.13626792,25.34872067,25.61419199,25.88335227,26.15632101,26.43548549,26.71891439,27.00766198,27.06606009,27.36915672,27.67134588,27.9749886,28.27214963,15.94040034,17.48061777,18.36482021,19.13503462,19.63090439,20.74824115,21.16293615,22.57718336,23.3738426,25.00966457,25.56717328,25.91624922,27.08402342,29.16735695,28.90205856,29.11827049,30.34644797,32.03764019,31.95923478,32.47618528,32.61963393,34.86591176,35.73942163,36.49467494,37.72792678,38.42566074,42.79512217,31.45173112,29.42115484,27.85426819,40.00157466,48.17298391,54.06871307,60.85034936,67.76118415,73.06432313,72.22283025,83.14004094,89.40048499,88.97084453,90.23166718,90.49760163,84.87791324,987,975,965,956,944,928,916,901,884,867,846,827,801,773,744,717,689,673,646,642,625,601,587,573,560,547
SST,Small states,13.21124255,45.52669329,NA,NA,68.87448751,578.7822372,272,0,15.69691489,14.97172454,14.68978761,14.50437352,14.36915103,14.29258814,14.11099337,14.2420896,14.41917577,14.45846125,14.25407257,13.90208255,13.56759547,13.32288388,13.20783599,13.15555147,13.21124255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.52178014,80.53910235,79.84197335,79.39709949,79.16713061,79.08248153,79.01653095,78.92852945,78.63527713,78.1765028,77.50598541,76.52096247,75.26217629,73.84431544,72.18773005,69.966201,67.35234105,64.77476655,62.58709814,60.17528618,57.15530671,55.21970536,53.30842511,51.59773576,50.11316521,48.60333148,46.97383285,45.52669329,54.74907966,55.21650839,55.66449122,56.07398224,56.46803887,56.82787579,57.14675376,57.45807514,57.75818836,58.05240944,58.35395385,58.64908185,58.95132262,59.23466844,59.5171754,59.82354683,60.15929474,60.50407359,60.88519788,61.27476382,61.68384616,62.05108313,62.43893223,62.72800855,62.9979555,63.25089293,63.52073616,63.7961453,63.9410486,64.07488035,64.17532571,64.27222717,64.30082938,64.16658107,64.00019454,63.91447181,63.82576434,63.66655053,63.39902493,63.26792856,63.20172162,63.16381025,63.28458254,63.41580796,63.71258205,64.10263057,64.53557759,65.04106264,65.58405447,66.13974437,66.64690879,67.11005467,67.55230178,67.9348941,68.27831779,68.60052618,68.87448751,61.99886679,62.33915956,62.54546166,62.90920711,63.31360984,63.7788886,64.78361558,65.67052263,66.20249412,66.69515243,67.13076007,67.49367236,67.79740103,68.05445212,68.2393878,68.45954106,52.38257701,53.42626164,53.70652073,54.25285009,54.96255427,55.67304276,56.84809177,57.19702044,57.98615398,59.12751232,60.47374675,62.03561601,62.74314733,63.58357098,64.54272571,65.65220119,66.52205608,67.89329721,68.98074897,69.63851317,70.37469319,72.10403622,73.15060575,73.77447834,75.39585146,76.09749346,76.63864944,218.2967022,218.3782283,226.3864274,286.2565025,329.5065699,362.2774197,388.7156605,443.4474753,486.5680928,465.8390658,476.0762453,525.4640589,540.0731952,572.6330193,605.9342024,578.7822372,428,418,409,401,396,389,385,383,384,384,384,384,383,378,371,362,349,335,322,310,301,294,288,283,278,272
STP,Sao Tome and Principe,10.2,32.4,NA,NA,66.624,159.905536,156,1,17.8,14.5,12.3,10.9,9.9,9.4,9.4,10.1,11.3,12.9,14.6,15.5,14.8,12.9,10.7,9.8,10.2,NA,NA,NA,NA,NA,97.7,94.1,91.1,88.7,87.2,86.4,86.3,86.8,87.5,88.2,88.7,89.1,89.3,89.7,90.2,91,92.1,93.6,95.6,97.9,100.2,102.3,104.3,106.1,107.5,108.6,109.3,109.4,108.9,107.4,105.1,102.1,98.3,94.2,89.7,85,80.1,75.3,70.6,66.2,62,58.2,54.6,51.3,48.3,45.5,42.9,40.5,38.5,36.7,35.1,33.7,32.4,50.364,50.944,51.512,52.063,52.597,53.118,53.638,54.165,54.709,55.272,55.859,56.476,57.114,57.758,58.389,58.977,59.487,59.902,60.213,60.425,60.554,60.628,60.683,60.75,60.842,60.969,61.126,61.297,61.47,61.641,61.808,61.972,62.133,62.294,62.454,62.611,62.76,62.902,63.041,63.181,63.338,63.526,63.754,64.021,64.322,64.641,64.956,65.248,65.5,65.709,65.875,66.008,66.125,66.241,66.361,66.488,66.624,20.86664852,22.11671221,23.37567391,24.64043432,25.91033535,27.1850911,28.46415134,29.74709315,31.03349361,32.32308628,33.61530148,34.90971628,36.20607885,37.50398082,38.80301388,40.10276968,42.75796509,43.6918335,44.62519073,45.55548859,46.47967148,47.39467239,48.29743958,49.18491364,50.05402756,50.9017334,52.9,52.53282166,53.32681656,54.11452866,54.90201569,55.69534683,56.50058746,57.3237915,58.16951752,56.9,59.92104721,60.82084274,57.9,62.65348053,68.6,64.51014709,65.44048309,53.91163742,68.30825188,67.26566832,89.55364368,83.67854662,96.0275374,58.80922672,58.36931299,55.35959762,80.69155591,59.55095856,73.18517071,105.2868544,146.9832913,161.9924652,159.905536,330,317,303,291,271,263,254,244,237,231,222,215,207,199,191,181,176,173,167,166,162,161,162,161,159,156
SUR,Suriname,7.6,19.6,NA,NA,71.405,577.4951237,155,0,13,12.9,12.4,12.1,11.6,10.9,10.3,9.7,9.1,8.4,8,8.1,8.2,8.1,7.8,7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,55.9,54.5,53.2,51.9,50.5,49.1,47.8,46.5,45.1,43.8,42.4,41,39.6,38.3,37,35.7,34.5,33.3,32.2,31.1,30,29,28,27.1,26.2,25.4,24.6,23.8,23,22.2,21.6,20.9,20.2,19.6,59.66,60.026,60.386,60.749,61.117,61.491,61.867,62.239,62.599,62.943,63.268,63.568,63.844,64.1,64.339,64.57,64.806,65.054,65.315,65.587,65.863,66.128,66.371,66.582,66.758,66.902,67.019,67.12,67.214,67.305,67.393,67.478,67.554,67.62,67.677,67.722,67.751,67.768,67.781,67.798,67.838,67.918,68.051,68.239,68.48,68.768,69.089,69.422,69.749,70.057,70.335,70.578,70.79,70.976,71.138,71.279,71.405,80.92612197,80.81214631,80.69852091,80.58471798,80.47100111,80.32332786,80.17239122,80.02110845,79.86974551,79.71857072,79.56704802,79.41544516,79.26376213,79.24539648,79.23054191,79.21919843,100,100,100,100,99.99056244,99.92409515,99.71331787,99.30543518,98.74053955,99.62406,97.44142914,96.74906921,96.04437256,95.33338928,94.62218475,93.91681671,91.01983989,92.54787445,91.89490509,91.26296234,91.19751586,90.05014801,89.46326447,88.88539124,88.31352997,87.74467468,87.17631531,168.8199056,118.8919521,188.7503828,209.2935285,241.4909874,277.6672397,328.3951383,320.3822344,394.6140879,430.3859414,450.4289859,465.9602736,529.934693,539.0507028,553.2153637,577.4951237,127,122,137,153,174,177,184,192,213,237,259,267,271,261,241,223,218,217,194,177,169,157,155,162,158,155
SVK,Slovak Republic,2.7,5.6,NA,NA,76.56341463,1108.431734,6,0,5.9,6.5,6.7,6.5,6.3,6.2,6.1,5.9,5.4,4.8,4.3,4.1,3.9,3.7,3.3,2.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,20.7,19.8,19,18.2,17.4,16.7,16,15.3,14.7,14.1,13.5,13,12.5,12,11.5,11,10.6,10.2,9.8,9.4,9.1,8.8,8.5,8.2,7.9,7.7,7.4,7.2,7,6.8,6.6,6.4,6.2,6,5.8,5.6,69.92365854,70.25085366,70.47229268,70.59492683,70.63278049,70.60336585,70.5252439,70.41853659,70.30682927,70.20570732,70.1342439,70.0994878,70.09892683,70.12507317,70.17590244,70.24487805,70.32246341,70.39860976,70.4652439,70.51990244,70.40853659,70.62926829,70.68902439,70.47902439,70.75097561,70.73463415,71.02121951,71.08878049,71.20780488,71.02634146,70.93268293,70.88292683,71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,76.56341463,98.84408723,98.8506898,98.85637165,98.86208385,98.86782642,98.87359935,98.87939136,98.88521393,98.89107815,98.89696175,98.90152721,98.90614834,98.91112401,98.91645629,98.92214685,98.9281762,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,203.5062699,212.2267042,254.1276604,344.4733461,519.3569377,601.3131897,729.0132737,1029.300341,1251.677228,1314.802285,1295.278933,1350.66922,1319.512897,1370.078237,1287.632737,1108.431734,11,11,11,10,10,9,9,9,9,9,8,8,8,7,7,7,6,7,6,6,6,6,6,6,6,6
SVN,Slovenia,2.5,2.1,NA,NA,80.77560976,1771.553881,9,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,16.1,15.2,14.4,13.5,12.7,11.9,11.1,10.4,9.7,9.1,8.5,8,7.5,7,6.6,6.2,5.9,5.5,5.3,5,4.7,4.5,4.3,4,3.8,3.6,3.4,3.2,3,2.9,2.7,2.5,2.4,2.3,2.1,68.97804878,68.97804878,68.97804878,68.62195122,68.66341463,68.36585366,69.01219512,69.36585366,68.91707317,68.36097561,68.6097561,68.83414634,69.05853659,69.40487805,70.16097561,70.35853659,70.30731707,70.55609756,70.70243902,70.85365854,71.10487805,71.20487805,71.05365854,70.54146341,70.90243902,71.35121951,71.80243902,72.00243902,72.44634146,72.70487805,73.20487805,73.35365854,73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,80.77560976,99.10781906,99.10783299,99.1078315,99.10778573,99.10773996,99.10769418,99.10764841,99.10760264,99.10755637,99.10751109,99.10746483,99.10741905,99.10737328,99.10732751,99.10729318,99.10727079,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,796.6470575,826.2257588,944.8714103,1203.063595,1368.648545,1449.189275,1541.664362,1793.575896,2170.666701,2116.540007,2008.201571,2136.531538,1964.005426,2028.330527,2052.639518,1771.553881,12,12,13,12,13,12,12,11,12,12,12,11,12,11,12,11,9,10,9,9,9,9,8,9,9,9
